CycID	BH.Q	ADJ.P	PER	LAG	AMP
ATP5D	1	0.558904371091871	28	2	3.62250804001868
ATP5E	1	1	28	6	63.9954617944214
ATP5F1	1	0.247873827561328	24	8	11.0450079221339
ATP5G1	1	0.805264174482925	20	14	6.36608235102246
ATP5G2	1	0.247873827561328	24	8	16.05450591345
ATP5G3	1	1	28	6	40.0047429223242
ATP5H	1	0.805264174482925	24	8	41.9400941824318
ATP5J	1	0.558904371091871	24	8	38.8876909847448
ATP5J2	1	1	20	10	38.0656793516154
ATP5K	1	1	20	10	95.4792144500572
ATP5L	1	1	24	6	43.7877642016722
ATP5O	1	0.377646329365079	24	8	17.8740684381382
ATP5S	1	0.558904371091871	24	10	0.689216979622528
ATP5SL	1	0.805264174482925	20	10	1.19939452224862
ATP6AP1	1	1	20	10	8.7624672324637
ATP6AP1L	1	1	28	22	0.361111654977377
ATP6AP2	1	1	28	10	10.9445103708577
ATP6V0A1	1	1	20	8	5.55064681095815
ATP6V0A2	1	1	28	18	0.885934086148626
ATP6V0A4	1	0.377646329365079	24	8	0.0343977750562446
ATP6V0B	1	0.0968455387205387	20	12	6.24940973212668
ATP6V0C	1	0.377646329365079	20	10	41.536159433679
ATP6V0C-PS2	1	1	20	8	19.256497550697
ATP6V0D1	1	1	20	10	5.80393245997918
ATP6V0D2	1	1	0	0	0
ATP6V0E	1	1	28	22	3.56047709763909
ATP6V0E2	1	0.558904371091871	28	6	11.270928538723
ATP6V1A	1	1	28	4	7.48288680122852
ATP6V1B1	1	1	0	0	0
ATP6V1B2	1	1	28	6	12.2785557019138
ATP6V1C1	1	1	28	6	6.06920356894131
ATP6V1C2	1	0.805264174482925	28	22	0.159474322691088
ATP6V1D	1	1	28	6	4.59000689337718
ATP6V1E1	1	1	28	6	21.2273455712202
ATP6V1E2	1	0.127242364117364	28	0	0.026534977459154
ATP6V1F	1	0.805264174482925	24	8	16.1885026484848
ATP6V1G1	1	0.558904371091871	24	8	7.27849758612655
ATP6V1G2	1	1	28	6	10.3801507711232
ATP6V1G3	1	1	20	10	0.00762374247204088
ATP6V1H	1	1	20	10	4.92478659892996
ATP7A	1	0.805264174482925	20	0	0.254728146854642
ATP7B	1	1	24	18	0.153553187282127
ATP8A1	1	1	20	0	3.35486812333957
ATP8A2	1	0.247873827561328	20	2	0.452725116654687
ATP8B1	1	0.805264174482925	24	10	0.0354688296977078
ATP8B2	1	0.558904371091871	0	0	0
ATP8B3	1	1	28	8	0.033242503997142
ATP8B4	1	0.377646329365079	28	4	0.0217358861616478
ATP8B5	1	0.558904371091871	28	20	0.069184034578073
ATP9A	1	1	20	8	11.5413968825268
ATP9B	1	1	20	6	0.690157431641507
ATPAF1	1	1	24	12	1.20498066582
ATPAF2	1	0.558904371091871	24	10	0.658457834640913
ATPIF1	1	1	20	10	8.66601786750984
ATR	1	1	24	10	0.0660932708375066
ATRAID	1	0.377646329365079	20	10	9.42806684559459
ATRIP	1	0.0968455387205387	20	10	0.485188388978962
ATRN	1	1	24	18	1.4713654679625
ATRNL1	1	1	20	14	0.630392766495619
ATRX	1	1	24	18	1.16256663331747
ATXN1	1	1	20	16	0.353327116423295
ATXN10	1	1	28	6	9.78459008466886
ATXN1L	1	0.805264174482925	20	18	0.273233131318294
ATXN2	1	1	28	10	0.57031697436601
ATXN2L	1	1	28	20	5.34051235325905
ATXN3	1	1	28	20	0.291430524332129
ATXN7	1	1	28	20	0.445346457393005
ATXN7L1	1	1	28	0	0.550291710322808
ATXN7L1OS2	1	1	20	0	0.0368282424845389
ATXN7L2	1	1	28	20	0.51133719774724
ATXN7L3	1	1	20	16	2.19570797694047
ATXN7L3B	1	1	28	4	2.70797148457106
AU015228	1	1	28	22	0.0264652920858681
AU015791	1	1	0	0	0
AU015836	1	1	0	0	0
AU016765	1	1	0	0	0
AU018091	1	1	0	0	0
AU019823	1	1	24	6	0.21104485767989
AU019990	1	1	0	0	0
AU021063	1	1	20	0	0.318353615025807
AU021092	1	1	20	14	0.0902904648897103
AU022252	1	0.558904371091871	20	18	0.377623305424864
AU022751	1	1	28	18	0.0122451802618418
AU022754	1	1	28	4	0.0452647334908757
AU022793	1	1	28	8	0.0299808855805714
AU023762	1	1	28	22	0.0520289169597062
AU040320	1	1	28	10	0.603020662995888
AU040972	1	1	28	24	0.0449000078131396
AU041133	1	1	28	8	0.214195018390076
AUH	1	1	20	10	3.18233406873006
AUNIP	1	0.15763918951419	28	18	0.0273668001988724
AUP1	1	0.377646329365079	20	12	0.676135504170576
AURKA	1	1	28	20	0.153686653687076
AURKAIP1	1	0.558904371091871	28	2	0.0546239988466603
AURKB	1	0.558904371091871	24	12	0.0234483679709271
AURKC	1	0.0968455387205387	28	8	0.0518468192858811
AUTS2	1	1	24	12	0.519168405348881
AV039307	1	1	20	12	0.0785737055254492
AV051173	1	1	20	10	0.105781053145164
AV064505	1	1	0	0	0
AV320801	1	0.127242364117364	24	10	0.00650560492003173
AVEN	1	0.558904371091871	28	20	0.282814428203372
AVIL	1	1	28	22	0.0606485839777093
AVL9	1	0.558904371091871	24	16	1.436805624032
AVP	1	1	28	0	141.646923300508
AVPI1	1	0.377646329365079	28	2	0.184130605820976
AVPR1A	0.828231080489939	0.000294161856661857	24	18	0.39834153411363
AVPR1B	1	0.682084272787398	28	14	0.0040275476431171
AVPR2	1	1	28	20	0.0604125694118187
AW011738	1	0.377646329365079	28	24	0.13318002670258
AW046200	1	0.0324589646464646	28	26	0.125398670129013
AW112010	1	1	28	0	0.368291970786936
AW146154	1	0.0572696458633959	28	26	0.129039916498733
AW209491	1	0.805264174482925	28	8	1.40915774888761
AW495222	1	0.805264174482925	20	8	0.140332411794282
AW549542	1	0.377646329365079	20	14	0.0347076292477605
AW549877	1	0.15763918951419	24	16	1.31776419741925
AW551984	1	0.805264174482925	20	4	3.18424325703926
AW554918	1	1	24	10	0.245065532689728
AW822252	1	1	24	0	0.15624867833201
AWAT1	1	1	0	0	0
AWAT2	1	1	28	2	0.055605303959922
AXIN1	1	1	20	8	0.492641294452668
AXIN2	1	1	28	20	0.452042758610842
AXL	1	1	28	18	0.950705067305313
AY074887	1	1	20	10	0.0563629158429548
AY358078	1	1	20	16	0.0245735162811511
AY512915	1	1	28	6	0.0026531070694188
AY512931	1	1	20	8	0.0297053437456125
AY702102	1	1	0	0	0
AY702103	1	1	0	0	0
AY761184	1	0.682084272787398	20	16	0.0322936374074677
AY761185	1	1	0	0	0
AYM1	1	1	0	0	0
AZGP1	1	1	28	0	1.99285498667596
AZI2	1	0.558904371091871	24	18	0.882769783302816
AZIN1	1	0.0968455387205387	24	18	1.86902464403228
AZIN2	1	0.15763918951419	28	2	0.329016785286101
B020004C17RIK	1	1	0	0	0
B020004J07RIK	1	0.0968455387205387	28	8	0.0407357145573758
B020014A21RIK	1	1	0	0	0
B020018J22RIK	1	1	28	20	0.0123462434985429
B020031M17RIK	1	1	0	0	0
B130006D01RIK	1	1	20	18	0.00543299131363653
B130024G19RIK	1	1	28	26	0.0337751321800707
B130034C11RIK	1	1	24	10	0.0413641557091554
B230110G15RIK	1	0.15763918951419	24	6	0.0585719527827206
B230112J18RIK	1	1	20	18	0.0903632968881725
B230118H07RIK	1	0.377646329365079	28	2	0.35898043513888
B230119M05RIK	1	1	20	18	0.0841403329496622
B230206H07RIK	1	0.0324589646464646	24	6	0.363001044296707
B230208H11RIK	1	0.15763918951419	28	6	0.0893567303851534
B230209E15RIK	1	0.558904371091871	20	2	0.494621193439988
B230214G05RIK	1	1	28	4	0.0112282899998174
B230216N24RIK	1	0.0324589646464646	24	6	0.270146610218415
B230217C12RIK	1	1	20	4	0.829577675688058
B230217O12RIK	1	0.0968455387205387	28	4	0.658411872700136
B230219D22RIK	1	1	28	10	1.39183363274854
B230307C23RIK	1	0.0968455387205387	20	10	0.349346105245214
B230312C02RIK	1	0.247873827561328	24	14	0.0616855207169803
B230319C09RIK	1	0.0968455387205387	28	2	0.0606851413982966
B230323A14RIK	1	1	28	10	0.146431561335407
B230354K17RIK	1	0.247873827561328	24	20	0.368450362705922
B2M	1	1	28	6	17.2255808091121
B330016D10RIK	1	1	28	24	0.184911958814188
B3GALNT1	1	0.15763918951419	28	14	1.62215598905053
B3GALNT2	1	1	28	18	0.41849054184354
B3GALT1	1	1	28	8	0.440615913026868
B3GALT2	1	0.15763918951419	28	16	0.904842121477554
B3GALT4	1	0.377646329365079	20	10	0.4003497173722
B3GALT5	1	0.15763918951419	28	14	0.658104281250319
B3GALT6	0.828231080489939	0.000794327200577201	20	8	0.625676364265104
B3GAT1	1	1	28	20	1.88758619703843
B3GAT2	1	1	28	8	0.466290960251751
B3GAT3	1	0.15763918951419	24	8	6.74491480904318
B3GLCT	1	1	24	10	0.109935659038026
B3GNT2	1	1	28	12	1.0032872953213
B3GNT3	1	1	20	6	0.0534950321598184
B3GNT4	1	0.377646329365079	28	0	0.132206340664886
B3GNT5	1	1	28	2	0.0304783705564752
B3GNT6	1	0.805264174482925	20	4	0.0371407836818235
B3GNT7	1	1	28	0	0.128012490345669
B3GNT8	1	1	28	2	0.0686020856971565
B3GNT9	0.828231080489939	0.00432043650793651	28	6	0.340401204463204
B3GNTL1	0.888718387294353	0.0089799031986532	24	6	0.223771011974295
B430010I23RIK	1	0.247873827561328	20	0	0.106942829586653
B430212C06RIK	1	1	28	0	0.0700032177840776
B430306N03RIK	1	1	28	22	0.0255115747436749
B430319G15RIK	1	0.558904371091871	28	6	0.0811090368893935
B4GALNT1	1	1	20	8	1.58901035868241
B4GALNT2	1	1	28	20	0.0413696357867095
B4GALNT3	1	0.558904371091871	28	8	0.0135750890182279
B4GALNT4	1	0.377646329365079	20	10	2.74265507218826
B4GALT1	1	1	28	0	0.183474764281426
B4GALT2	1	1	20	16	1.06143798923912
B4GALT3	1	0.805264174482925	20	12	1.08569175183382
B4GALT4	1	1	28	18	0.239254882715327
B4GALT5	1	0.247873827561328	24	14	0.776138080699884
B4GALT6	1	1	28	8	1.96185008673255
B4GALT7	1	1	20	10	0.964917913607162
B4GAT1	1	0.0968455387205387	24	8	7.51147159285799
B630005N14RIK	0.888718387294353	0.0089799031986532	28	14	0.437904158521017
B630019K06RIK	1	1	28	8	6.33238871289895
B830017H08RIK	1	1	28	4	0.372362430972836
B930018H19RIK	1	1	20	12	0.0234408726390465
B930025P03RIK	1	1	28	8	0.251030685495817
B930041F14RIK	1	0.0968455387205387	24	8	1.74181613409682
B930059L03RIK	1	0.0968455387205387	20	8	0.217025213281775
B930092H01RIK	1	1	0	0	0
B9D1	1	1	28	0	1.35930672081396
B9D2	1	1	20	10	1.048851488534
BAALC	1	1	24	6	1.92732559814111
BAAT	1	1	28	0	0.257634391080658
BABAM1	1	0.377646329365079	28	6	3.52968259731842
BACE1	1	1	24	18	1.29039916498733
BACE2	1	1	28	22	0.228570852804989
BACH1	1	0.558904371091871	28	10	0.186377437618197
BACH2	1	1	20	0	0.126461805174527
BACH2OS	1	1	28	26	0.0456625517659712
BAD	1	0.377646329365079	20	12	1.50309688476825
BAG1	1	0.805264174482925	24	6	4.73323137190651
BAG2	1	0.805264174482925	24	22	0.664597289268566
BAG3	1	0.247873827561328	28	20	0.586373601599804
BAG4	1	0.558904371091871	28	10	1.5990159196362
BAG5	1	1	20	8	1.43139625715593
BAG6	1	1	28	18	2.34427111166776
BAHCC1	1	0.15763918951419	24	20	0.310617866839627
BAHD1	1	1	24	22	0.256227213230757
BAIAP2	1	0.247873827561328	28	22	5.91593817411913
BAIAP2L1	1	0.377646329365079	20	0	0.04895017403442
BAIAP2L2	1	1	28	20	0.0662113576699647
BAIAP3	1	0.377646329365079	20	4	10.045724618961
BAK1	1	0.558904371091871	20	10	0.390146166519677
BAMBI	1	0.558904371091871	20	12	0.0569510872635456
BAMBI-PS1	0.828231080489939	0.00432043650793651	24	6	0.302319968762403
BANF1	1	1	24	6	4.30893194785552
BANF2	1	1	0	0	0
BANK1	1	1	28	4	0.0414698681729428
BANP	1	0.377646329365079	28	20	0.653179282519355
BAP1	1	1	28	18	1.28071180208508
BARD1	1	1	24	18	0.0407707163430445
BARHL1	1	1	20	18	0.0170685465351462
BARHL2	1	1	20	10	0.131164065269417
BARX1	1	1	0	0	0
BARX2	1	0.247873827561328	24	4	0.263664208801887
BASP1	1	0.805264174482925	24	6	14.1557474292688
BATF	1	0.682084272787398	28	26	0.0284294933026481
BATF2	1	1	28	2	0.0249906739267121
BATF3	1	1	28	0	0.146395498889566
BAX	1	1	20	10	2.48293475145845
BAZ1A	1	0.805264174482925	28	20	0.0377998072018893
BAZ1B	1	0.247873827561328	20	2	0.799313505453275
BAZ2A	1	1	28	20	0.343445299156212
BAZ2B	1	1	24	18	0.37266295135484
BB014433	1	1	24	22	0.00860368640474826
BB019430	1	1	0	0	0
BB031773	1	1	28	6	0.0616430943101091
BB123696	1	0.377646329365079	28	6	0.007714393561389
BB283400	1	1	0	0	0
BB287469	1	0.0968455387205387	20	8	0.00586796358823965
BB557941	1	1	24	18	0.0267226259212114
BBC3	1	0.805264174482925	24	6	0.217914400059117
BBIP1	1	1	24	6	1.0952730487189
BBOX1	1	1	28	0	0.556655671353486
BBS1	1	0.377646329365079	24	18	0.517717068680496
BBS10	1	0.15763918951419	24	22	0.364806995015858
BBS12	1	0.247873827561328	24	22	0.240115785221422
BBS2	1	0.805264174482925	28	20	1.25615044804056
BBS4	1	1	24	18	0.559462885274799
BBS5	1	1	28	12	0.72599360331204
BBS7	0.986246877454297	0.0175406595719096	24	20	0.933589547666693
BBS9	1	1	28	0	0.507232442882452
BBX	1	0.558904371091871	28	14	0.317727825524458
BC002163	1	0.805264174482925	28	2	11.0088438296936
BC003331	1	1	24	6	0.376693460007604
BC003965	1	1	28	22	0.459318887389252
BC004004	1	0.0572696458633959	24	8	1.80513754635208
BC005537	1	1	24	14	1.35428626266754
BC005561	1	0.558904371091871	20	0	0.321375082301818
BC005624	1	0.558904371091871	28	2	2.89627402040104
BC006965	1	0.805264174482925	28	24	0.0583181014482746
BC016548	1	0.247873827561328	28	20	0.0658093674648602
BC016579	1	1	28	2	0.0613374827592802
BC017158	1	1	20	6	0.935148718119209
BC017643	1	0.805264174482925	20	10	0.606980460970532
BC018473	1	1	20	0	0.0255660113592246
BC020402	1	0.377646329365079	20	6	0.203317948328474
BC021614	1	0.558904371091871	24	0	0.0310515336356355
BC021767	1	1	20	6	0.160322320498426
BC021785	1	1	24	18	0.0148563134727294
BC021891	1	0.247873827561328	28	8	0.118143754554039
BC022687	1	0.558904371091871	28	0	0.695884996569117
BC023829	1	1	24	22	0.815718382776801
BC024139	1	0.0572696458633959	20	10	0.133508831355832
BC024386	1	0.127242364117364	28	2	0.346731966830506
BC024978	1	1	28	20	0.25913695763534
BC025920	1	0.377646329365079	28	22	0.286677529325689
BC026585	1	1	24	6	1.57323834192804
BC027072	1	1	28	18	0.0066656958685799
BC027231	1	0.558904371091871	20	8	0.176953471991934
BC028528	1	0.247873827561328	20	14	0.694449569803308
BC029214	1	0.0968455387205387	24	8	3.22704089497058
BC029722	1	0.377646329365079	24	8	4.72541784197441
BC030336	1	1	28	10	0.948760523657051
BC030499	1	1	28	26	0.107793655821116
BC030500	1	1	20	6	0.483448906297243
BC030867	1	1	28	20	0.0429484284524038
BC030870	1	1	0	0	0
BC031181	1	0.0968455387205387	24	8	5.72807758002739
BC031361	1	1	28	18	0.0983467092244639
BC035044	1	1	28	0	0.106449269053385
BC037032	1	1	28	4	0.0605919800798753
BC037034	1	1	20	8	1.50981439918952
BC037156	1	1	0	0	0
BC037704	1	0.377646329365079	20	6	0.186525576488856
BC039771	1	1	28	2	0.0523414935123297
BC039966	1	0.247873827561328	24	6	0.548032504156917
BC042761	1	1	0	0	0
BC046251	1	1	20	6	0.0224690957896619
BC048403	1	1	28	2	0.248240442137255
BC048502	1	1	0	0	0
BC048507	1	1	0	0	0
BC048546	1	1	28	0	0.0747365905773404
BC048562	1	1	0	0	0
BC048602	1	1	0	0	0
BC048609	1	1	28	0	0.0443636673196096
BC048644	1	0.247873827561328	20	18	0.0179782606223461
BC048671	1	1	0	0	0
BC048679	1	1	0	0	0
BC049352	1	1	28	12	0.0979477242231793
BC049715	1	0.558904371091871	28	2	0.0817493220797579
BC049730	1	1	0	0	0
BC049762	1	0.805264174482925	24	10	0.0644551165575317
BC051019	1	0.377646329365079	20	6	0.100304511124874
BC051142	1	1	28	12	0.194941207845147
BC051226	1	0.247873827561328	24	6	0.28548905960321
BC051537	1	0.558904371091871	20	8	0.00877066967112546
BC051628	1	0.0572696458633959	20	6	0.116430081269833
BC051665	1	1	0	0	0
BC052040	1	1	28	6	0.233956885157287
BC052688	1	1	28	6	0.124715958531777
BC053393	1	1	0	0	0
BC055111	1	1	24	18	0.0157095085149091
BC055324	1	1	28	20	0.0569512640402411
BC055402	1	0.247873827561328	24	0	0.0101450448374465
BC061195	1	1	0	0	0
BC061212	1	1	0	0	0
BC061237	1	1	0	0	0
BC064078	1	1	28	6	1.64382350859304
BC065397	1	1	24	22	0.117073901994104
BC068281	0.986246877454297	0.0175406595719096	24	18	0.533317612040424
BC080695	1	1	0	0	0
BC089491	1	0.558904371091871	24	12	0.14785479050924
BC089597	1	1	28	0	0.184439965037746
BC094916	1	1	28	0	0.0149215440732938
BC1	1	1	0	0	0
BC100451	1	1	20	6	0.0312541197284454
BC100530	1	1	0	0	0
BC107364	1	1	0	0	0
BC117090	1	1	0	0	0
BC147527	1	1	28	12	0.019310096244711
BCAM	1	1	28	18	1.01779182317039
BCAN	1	1	28	18	13.3707881914736
BCAP29	1	0.558904371091871	20	10	2.04106372389497
BCAP31	1	1	20	8	5.68669415565846
BCAR1	1	1	20	8	1.09007581387718
BCAR3	1	1	24	6	0.225344324562435
BCAS1	1	1	28	6	8.39231451018207
BCAS1OS2	1	1	28	26	0.057269497447114
BCAS2	1	0.0324589646464646	24	8	3.91761905514688
BCAS3	1	1	20	10	0.322461905424501
BCAS3OS1	1	1	20	0	0.00257293530256787
BCAS3OS2	1	1	20	14	0.0233602624659913
BCAT1	1	1	24	18	0.770163028398859
BCAT2	1	0.0324589646464646	28	22	1.060766237797
BCCIP	1	0.558904371091871	28	2	0.140926381490477
BCDIN3D	1	1	20	8	0.394141319833382
BCHE	1	1	28	6	0.208370226280052
BCKDHA	1	1	28	6	1.90095051520286
BCKDHB	1	0.377646329365079	20	6	0.739421561086773
BCKDK	1	0.0572696458633959	24	8	0.735497118451187
BCL10	1	0.15763918951419	20	12	0.386688414359676
BCL11A	1	1	28	16	1.15803054331616
BCL11B	1	0.0968455387205387	28	20	1.85336046106205
BCL2	1	1	28	22	0.568892154201919
BCL2A1A	1	1	20	2	0.055666981348911
BCL2A1B	1	1	20	10	0.187418652353494
BCL2A1C	1	1	0	0	0
BCL2A1D	1	1	28	14	0.0714681662580009
BCL2L1	1	1	24	12	1.83283845450506
BCL2L10	1	1	28	22	0.0144143010238097
BCL2L11	1	1	20	8	0.1058022663486
BCL2L12	1	0.558904371091871	20	8	0.222448722293476
BCL2L13	1	0.377646329365079	20	2	0.204771052763813
BCL2L14	1	1	20	10	0.00154736176927052
BCL2L15	1	1	28	20	0.0889865246298632
BCL2L2	1	1	20	16	1.56136248353802
BCL3	1	1	28	22	0.079171917862333
BCL6	1	0.0324589646464646	24	18	0.942189733892874
BCL6B	1	0.0968455387205387	28	0	0.125560951135295
BCL7A	1	1	24	12	0.474362584158996
BCL7B	1	1	28	18	1.78618708461628
BCL7C	1	0.15763918951419	24	8	1.76239647696326
BCL9	1	0.805264174482925	20	2	0.521844804515671
BCL9L	1	0.247873827561328	24	18	0.366337881197127
BCLAF1	1	1	24	18	1.43850268030685
BCO1	1	1	28	4	0.0614373262367838
BCO2	1	1	28	22	0.193867466197916
BCOR	1	1	20	0	0.373020040279339
BCORL1	1	1	28	20	0.235321601244977
BCR	1	0.0572696458633959	28	20	3.0682954225942
BCS1L	1	0.0324589646464646	28	26	1.05624075439741
BDH1	1	0.0572696458633959	24	10	1.92757308551453
BDH2	1	1	20	4	1.16960411355723
BDKRB1	1	1	20	10	0.0531411959265126
BDKRB2	0.828231080489939	0.00193362193362193	28	6	0.0916832884719525
BDNF	1	0.247873827561328	28	12	0.236297408603014
BDP1	1	0.377646329365079	28	14	0.202679784458453
BEAN1	1	1	28	10	0.362204842061091
BECN1	1	1	20	8	2.2792172877986
BECN2	1	1	28	16	0.00910042891853181
BEGAIN	1	1	28	18	3.26358063788839
BEND3	1	1	28	2	0.157633546962964
BEND4	1	0.0572696458633959	24	18	0.299185717954793
BEND5	1	0.805264174482925	24	10	0.321090118269
BEND6	1	1	28	8	6.68488144332045
BEND7	1	1	28	12	0.167517131996999
BEST1	1	1	24	10	0.141074873914528
BEST2	1	1	28	8	0.0389563156978589
BEST3	1	1	20	14	0.051094970323115
BET1	1	0.558904371091871	20	10	0.747058314323587
BET1L	1	1	20	10	1.09662362267097
BEX1	1	1	28	8	12.607006801775
BEX2	1	0.558904371091871	28	4	26.9308688682708
BEX4	1	0.15763918951419	28	8	6.88737914778274
BEX6	1	1	0	0	0
BFAR	1	0.377646329365079	20	12	1.10372297475408
BFSP1	1	1	28	8	0.19943893730358
BFSP2	1	1	28	20	0.541131141972535
BGLAP	1	1	28	0	0.131473778039577
BGLAP2	1	1	28	0	0.109403313697809
BGLAP3	1	1	28	0	0.0221669490620608
BGN	1	1	20	14	1.71561075678605
BHLHA15	1	1	20	14	0.0361320958584608
BHLHA9	1	1	24	0	0.123019962917101
BHLHB9	1	1	20	6	1.44242712294244
BHLHE22	1	1	28	4	0.358856691452173
BHLHE23	1	1	20	8	0.0172006482240074
BHLHE40	0.828231080489939	0.00432043650793651	24	10	1.11793582105593
BHLHE41	1	0.15763918951419	24	10	0.633723239435008
BHMT	1	0.558904371091871	28	0	4.36968373406795
BHMT2	1	1	28	0	0.34967024299371
BICC1	1	0.558904371091871	28	10	0.130652119959838
BICD1	1	0.805264174482925	24	16	0.83468652218213
BICD2	1	1	28	20	0.685734478725184
BID	1	0.247873827561328	20	10	0.809333208542687
BIK	1	0.247873827561328	28	2	0.0695806507716405
BIN1	1	0.377646329365079	20	10	6.85462242614426
BIN2	1	0.0324589646464646	24	2	0.367870535145348
BIN3	1	1	20	12	0.228812683324155
BIRC2	1	1	20	6	0.319895107808793
BIRC3	1	1	28	0	0.111530891936382
BIRC5	1	1	24	10	0.131161590395683
BIRC6	1	0.247873827561328	20	2	0.552144330089516
BIRC7	1	0.15763918951419	20	12	0.11229845634736
BIVM	0.828231080489939	0.000794327200577201	28	12	0.522969104297759
BLCAP	1	1	28	8	8.76054036648496
BLK	1	1	24	0	0.00634955019447835
BLM	1	1	28	10	0.123643631098108
BLMH	1	1	28	6	2.23224771985828
BLNK	1	1	28	20	0.150227664090207
BLOC1S1	1	1	20	10	10.4024599900697
BLOC1S2	1	1	28	12	3.30045625652727
BLOC1S3	1	1	28	0	0.482317535447345
BLOC1S4	1	1	28	6	0.998611551730702
BLOC1S5	1	1	24	10	0.604364165880142
BLOC1S6	1	0.805264174482925	24	8	0.407565742074209
BLOODLINC	1	1	0	0	0
BLVRA	1	0.377646329365079	28	4	0.532840314963123
BLVRB	1	0.377646329365079	28	0	1.08944295330802
BLZF1	1	1	20	10	0.259833457814809
BMF	1	1	24	6	0.13253620597831
BMI1	1	0.0968455387205387	28	14	0.572632749074396
BMP1	1	1	28	24	0.324468320916118
BMP10	1	1	0	0	0
BMP15	1	0.682084272787398	20	12	0.00391749884699409
BMP2	1	0.0572696458633959	24	14	0.174450313986533
BMP2K	1	1	20	0	0.111524881528743
BMP3	1	0.558904371091871	28	14	0.0220415790297564
BMP4	1	1	20	14	0.307063948157383
BMP5	1	1	20	14	0.0483443249442993
BMP6	1	1	20	14	0.541435197888445
BMP7	1	0.15763918951419	24	12	0.407707163430445
BMP8A	1	1	28	26	0.0143527473785074
BMP8B	1	0.805264174482925	24	4	0.0258408637650718
BMPER	1	0.0324589646464646	28	14	0.105753122427307
BMPR1A	1	0.377646329365079	28	16	0.759892302402124
BMPR1B	1	1	24	22	0.761972964105765
BMPR2	1	1	20	18	2.11530993591956
BMS1	1	1	28	20	0.727908094922103
BMX	1	0.0968455387205387	24	12	0.109564427977903
BMYC	1	0.0968455387205387	20	10	4.24172144830375
BNC1	1	0.0448643052549303	20	18	0.00357987657218095
BNC2	1	1	28	0	0.0201834084748154
BNIP1	1	1	24	6	0.810662569291317
BNIP2	1	1	28	18	0.574442942434233
BNIP3	1	0.805264174482925	20	14	1.24528575234763
BNIP3L	1	0.558904371091871	24	12	1.72622442957166
BNIPL	1	0.377646329365079	20	10	0.0616821266044306
BOC	1	1	20	14	0.214946319345087
BOD1	1	1	24	6	2.61470410013256
BOD1L	1	0.247873827561328	20	2	0.363424601258639
BOK	1	1	24	6	1.61706482022599
BOLA1	1	0.558904371091871	28	2	0.571978675301799
BOLA2	1	0.805264174482925	24	8	8.0055094232035
BOLA3	1	0.247873827561328	20	12	2.83938727985458
BOLL	1	1	0	0	0
BOP1	1	1	20	8	1.02770899577653
BORA	1	0.805264174482925	28	2	0.0622630501805144
BORG	1	1	28	0	0.0174819671213686
BPGM	1	0.247873827561328	28	2	1.05212185739699
BPHL	1	0.558904371091871	24	2	1.35281901609657
BPI	1	1	24	6	0.00556897148319261
BPIFA1	1	1	28	22	0.0523529132868459
BPIFA2	1	1	24	12	0.0156512429161393
BPIFA3	1	1	0	0	0
BPIFA5	1	1	28	2	0.0178726895799149
BPIFA6	1	1	0	0	0
BPIFB1	1	1	28	0	0.11345758113842
BPIFB2	1	1	20	10	0.021304703053082
BPIFB3	1	0.127242364117364	24	4	0.0216093600097562
BPIFB4	1	1	20	14	0.00959536831002333
BPIFB5	1	1	24	18	0.00640738445811159
BPIFB6	1	1	28	22	0.0127138859917513
BPIFB9A	1	1	0	0	0
BPIFB9B	1	1	0	0	0
BPIFC	1	1	28	8	0.0452175341132315
BPNT1	1	1	24	18	0.543093363290327
BPTF	1	0.558904371091871	20	2	0.182645681580487
BRAF	1	1	24	12	0.821279777610833
BRAP	1	1	20	14	0.573958574289119
BRAT1	1	1	28	26	0.353284690016423
BRCA1	1	0.805264174482925	28	0	0.000443532728499259
BRCA2	1	1	28	2	0.126038955319377
BRCC3	1	1	20	18	0.844073364702382
BRD1	1	0.377646329365079	24	12	0.390266374672479
BRD2	1	0.377646329365079	24	10	1.91106214217382
BRD3	1	1	24	18	0.26961981566643
BRD4	1	0.0324589646464646	20	2	0.612071629795075
BRD7	1	1	20	8	0.814657722605022
BRD8	1	1	20	6	0.547512780672743
BRD9	1	0.805264174482925	20	6	1.47481261352078
BRDT	1	0.0324589646464646	20	10	0.210463262352364
BRE	1	1	20	8	1.28742931650635
BRF1	1	0.0572696458633959	28	0	0.429744146266125
BRF2	1	0.247873827561328	24	10	0.82264802923243
BRI3	1	0.377646329365079	24	6	3.12162895156519
BRI3BP	1	1	28	8	1.17278962960648
BRICD5	1	0.247873827561328	20	10	0.973869885456985
BRINP1	1	1	20	14	1.57253477068076
BRINP2	1	0.558904371091871	24	10	0.571430667546379
BRINP3	1	0.15763918951419	28	12	0.826413372842248
BRIP1	1	1	28	20	0.0260052660916977
BRIP1OS	1	1	28	16	0.181846650917745
BRIX1	1	1	28	0	0.347265443541573
BRK1	1	1	24	6	10.0714456281267
BRMS1	1	1	28	20	0.879195358523919
BRMS1L	1	1	28	0	1.47532526593714
BROX	1	0.0968455387205387	24	16	0.916940718503655
BRPF1	1	1	24	12	0.224573578170941
BRPF3	1	0.558904371091871	24	18	0.425133810052788
BRS3	1	1	28	8	0.376804829325641
BRSK1	1	1	20	16	4.92535228435491
BRSK2	1	1	24	12	2.22399224818793
BRWD1	1	0.377646329365079	20	6	1.35948349750926
